ID	Topic	Text	Sentiment
7075	general	@musicholic1997 lumayan sih. Agk lelet.   http://myloc.me/4Pbr	negative
7076	general	had a ton of fun at the brewers game tonight  We Won!! Now its time for bed 	positive
7077	general	overslept..bcoz of jetlag.just got back from indonesia a few h ago 	negative
7078	general	@onepublicist I will work on confirming it as a yay or nay by 2nite! thanks for being patient 	positive
7079	general	@LanAlexander whattt! your watching pcd, argh i hate you   haha am at home studying for business.... GREAT!! Not!	negative
7080	general	@butterflykate You wud hav time to watch the whole lot between now &amp; then...as a refresher 	positive
7081	general	@POOHZi3 yea i hope Mike knee feels better soon....he is in my prayers, 	positive
7082	general	@mayorsam that video with the turkey legs is hilarious 	positive
7083	general	@Donniedoll i'll send u a pic. hold on a sec 	positive
7084	general	@GraceWelch or knock on the door. 	positive
7085	general	Not getting drunk for at least ten days? 	negative
7086	general	finally done...probably the worst paper i've ever written...now works cited 	negative
7087	general	@brendonuriesays You shoullld have done some england shows! 	positive
7088	general	Why do I go to bed do late when I know I have to be up early in the morning? 	negative
7089	general	absolutely devastated i wasn't one of the many people @rustyrockets tweeted earlier 	negative
7090	general	@WGDurrant Maybe I should just do some spring cleaning?  I want them all though  lol	negative
7091	general	@sunshineliron I finally got my webcam working and you disappeared 	negative
7092	general	Why am I home so early on a Sat!? Something is not right!!!  I need to stop thinking about this person all the time!!! Not good for me 	negative
7093	general	Done accounting for the year I guess no more debits and credits 	negative
7094	general	Going home and to the gym. Didn't finish the ASL 2 training yet 	negative
7095	general	#haveyouever wished microsoft never had to update xbox live? i'm so sad i can't play cod4 live. 	negative
7096	general	@Shawn1976  Clean Me!	negative
7097	general	i wonder how i ever survived without twitter. there are so many nice and funny people here 	positive
7098	general	@kaspershow I'm too busy listening to dawson mccallister to click, sorry bro 	positive
7099	general	@EricBlozis keep at it dood. It makes it sound a kajillion times better. 	positive
7100	general	i dont wanna miss the laker game tonight! i'm so sad 	negative
7101	general	6 AM - soon to be massive headache 	negative
7102	general	Have got o2 broadband. It's fab  Much better than the one I had here so will be saying goodbye to them at last 	positive
7103	general	@honorablecnote hi  it was nice meeting you	positive
7104	general	@Maria0305 teehee I take it that you share my glee?  *muah*	positive
7105	general	In melissa's bed reading the crucible whilst she revises 	positive
7106	general	Yep @tylen.. Its wed.. Having a party @zhighlifes house Sat! Ill take a few shots for ya fellow Gemini 	positive
7107	general	I don't wanna work today!!!  haaapppy birthday shirleeezzzzzy beezy! Hope you had a blast last night! 	negative
7108	general	@katiegeo yesss they do  best boys on the planet!	positive
7109	general	@InternationalEA lma0...I feel ya! gotta contract wit sprint fu*k ass Im so ova mii instinct   iphone Nxt!!! yoo which is better ifone/g1	negative
7110	general	@vanes how cool! Did you study dtp / design? I want to do that too  thinking about graphic design. What company do you work for?	positive
7111	general	@temporaryscars yes I do feel really stupid when I run, and Bella tends to get underfoot as well ...  I really don't want to step on her	negative
7112	general	@tchelseat I'm with you, sister..15 minutes to go....tweeting while i wait for the good man at home to bring the curry back! 	positive
7113	general	@unpluggedxo YUPPPPP i saw them in concert 	positive
7114	general	@burninlover i thought it was your place first 	negative
7115	general	Really wants to go fishing 	negative
7116	general	@Dr_Phillips jolly good  gives me something to read when i should be revising.	positive
7117	general	Pengen nyalon. Pengen meni padi. Wednesday sounds good 	positive
7118	general	cant stop thinking about my dream last night, omg robert, i love him  &lt;3	positive
7119	general	Space Mountain is closed 'til Winter '09. Succesfully fought off suicidal thoughts. They're gonna make it smooth like Disney Land 	negative
7120	general	been to amys party boys cause mayhem in life 	negative
7121	general	@karliehustle @shaydechelle   I want to be there	negative
7122	general	@steph0515 I am lost. Please help me find a good home. 	negative
7123	general	arghh i cant find anywhere to download la rocca albums and i dont think anywhere here would sell them 	negative
7124	general	Freaking out. Just jumped out of bed because Fandango called to let me know Harry Potter tickets are out. I'm going to cry w happiness 	positive
7125	general	@DavidArchie  PLEASE REPLY IF YOU HAVE A PLURK ACCOUNT 	negative
7126	general	@SKFPR And people write email instead of e-mail, too.  I say we get everyone Stylebooks and make them use them! 	positive
7127	general	@SonniAbatta wish I can go , gotta work 	negative
7128	general	Getting ready to head out for Six Flags. It's gonna be a longg day! Have fun everyone and stay safe! Phones on to text! 	positive
7129	general	Oh how I wish I were at WordCamp Chicago right now...  #wcchicago	negative
7130	general	I'm just not that into you! Get the picture! 	positive
7131	general	rainy day 	negative
7132	general	well this is it im not gonna be home for a week talk to u guys l8ter.   :	negative
7133	general	at home, surfing the net! ohh, i'm so bored. i wish it wasn't school holiday. 	negative
7134	general	I already know who the winners areee 	positive
7135	general	#FF @OTownboy &lt;--- the man will make your day 	positive
7136	general	Back Around - Demi Lovato AMAZING!! song 	positive
7137	general	@kazzababe95 cut yourself a slice of cheese cake.. it makes everything better 	positive
7138	general	Just been talking to nan on phone - asked some questions I'm trying to avoid thinking about 	negative
7139	general	still hope everything will be ok, but it is getting a bit nasty  I was supposed to go to a conference but it got canceled bcoz the flu	negative
7140	general	I want The Boy in the Striped Pyjamas on DVD. But apparently it's very sad. 	negative
7141	general	@RyanSeacrest way to type a perfectly spelled tweet from your wireless device whilst on the treadmill  makes me wonder if it's really you!	positive
7142	general	@timbe2 I think Apple is teasing us ..... 	negative
7143	general	@JennaMadison  Have a break for coffee Lol   http://tinyurl.com/8p8lu4	positive
7144	general	Sometimes when you hope for a certain response and it doesn't come,  happens	negative
7145	general	I love quick Mondays! I hope I can go at least a week without having someone else I know lose their job.  	negative
7146	general	@Darth_Disco Damn  Which concert are you going to see?	negative
7147	general	@grentone No trips planned yet but I'll let you know if there is 	positive
7148	general	MinusBlue - 'Be As One' - single on iTunes now with a great set of remixes from some of the worlds grooviest downtempo remixers 	positive
7149	general	@larindavictoria ME TOO i don't want it to be over 	negative
7150	general	have a go at this ..www.blastgetcreative.co.uk   good when u are bored 	positive
7151	general	@SitataTirulala Pictures that will haunt you forever, right? 	negative
7152	general	@crapsticks yes. can we have it please???? 	negative
7153	general	doing my homework  i should have not left it until the last day lol	negative
7154	general	Dubdub just left wit his family and Kolo is crying. 	negative
7155	general	@LadyExec And how did your show go today? I tried to find it (a little late) and couldn't! 	negative
7156	general	@thecoleorton my 3GS has got to go back to Apple 	negative
7157	general	@disashi isn't it the only 	positive
7158	general	goin' to sleep.. church tomorrow &amp; dm aussi!!  (L)	positive
7159	general	YAY!! I just found my Tiffany's studs in my jean pocket! They have been MIA for a while! 	positive
7160	general	Okkkk on daisy of love....I want SINISTER to win.....I lik CHICHI to....the one I wanted to win LOUNDON sexc ass but got voted off 	negative
7161	general	I can't believe Alyssa graduated yesterday!!! Alyssa's graduation party is today!!!!! 	positive
7162	general	Is trying to get ready to have breakfast with Nick's friends in Brooklyn.  Good weather for a wedding in New Jersey 	positive
7163	general	I called... But no answer  but then answer... But no time! Aaahhhhhhh LOL	negative
7164	general	I'm really happy having friends like themmm 	positive
7165	general	My son is so sweet...... He says mom is more beautiful than any of the girls on America's Next Top model. What more can you ask for 	positive
7166	general	@kirstyrawrr Yeah, only the first one tho. wanted to go to both but cant afford it  are you?	negative
7167	general	Hear Me Now by Framing Hanley is not just a good song its AMAZING! cant stop listening to it 	positive
7168	general	This train is so squeaky its givin me a sore head its bad enough i have to go to work! 	negative
7169	general	@DivineUnbroken yaaay thats mo like it  xxx	positive
7170	general	@Mikeeisawesome @HeatherHopefull Haha. Yes it is. 	positive
7171	general	Trying to fly to primary Amazon. No flights in or out since midnight due to fog  smells of fish!? Waiting now. . .	negative
7172	general	Birthday soon  Burlesque night at Cassette  can't wait! xx	positive
7173	general	Day w Halle today  Make the phone Jinglee . &lt;3	positive
7174	general	@djbriancua key element that a lot seem to miss out on... and thats the vibe you set per track. its nice to have a crowd to experiment on 	positive
7175	general	Wishes it were so hot out so we could go play at the park 	negative
7176	general	@MissChicXOXO @MissVixenPHX @wagnersgirl19 @materialBITCH @dedillard @MissKarly @rockalong @MissPrisss  - I love you fuckin fuckers. 	positive
7177	general	@MissDMW and booooo its only with the older kids and I like the younger kids  but this girl rite here need the $	negative
7178	general	Hi @lilrye  Still going out tonight for your birthday ? Woohoo 21 ! lol	positive
7179	general	is about to wash her hair 	positive
7180	general	My 21st is in July any ideas what to do??? My &quot;friends&quot; booked a holiday the week before and can't come 	negative
7181	general	is tired! missing his man! 	negative
7182	general	RB @Corts: &quot;rb vi @SevenTenths: Oh yeah! &quot;@Corts ... OK ... Hey @sheryonstone  giddi-up !!&quot; + @VelvetGarage&quot; ... â« http://blip.fm/~7gfs9	positive
7183	general	@johna404 COoo!  That's interesting!  Things have changed a lot since I signed up.   #twitter	positive
7184	general	@eleanormartin wasn't it totally impossible? I knew it was bad, but I really wasn't expecting THAT bad 	negative
7185	general	chillen with kori 	positive
7186	general	Having a great time at conference! Everything interesting &amp; everyone friendly 	positive
7187	general	@paparazzikid its ok girly .. jus smile  morning	positive
7188	general	@tommcfly 	negative
7189	general	I am hoping that today will be a better day than yesterday 	negative
7190	general	Still reading up on the different business social sites. Should I focus on starting an online business or finding the great career? 	positive
7191	general	@Jenny_Sullivan I do more that anything 	negative
7192	general	@AlexanderRybak You are an AMAZING musician. Your Fairytale performance on Eurovision blew me away. Keep it up! Can't wait to hear more! 	positive
7193	general	@FrankieTheSats  Babe.. How are you doin?? Joshua Says HI!!!  Send my best regards to CECE  xxx	negative
7194	general	Listing to a sad song  so i am sad too	negative
7195	general	*wonders what the weather will be like later* *changes channel* &quot;and that's todays weather...have a good day&quot; Grrr 	negative
7196	general	(cont.) we went through my entire yearbook and then we talked about the jonas brothers because i &lt;3 them so much 	positive
7197	general	@ktbeeper hey! get some sleep, you need to be up and about in less than 4 hours! 	positive
7198	general	@AndyMedlam Sorry to respond so late, u asked what's #squarespace - so I recorded a video w/ the answer - http://budurl.com/winiphonenow 	positive
7199	general	@marginatasnaily mine too !!!  i miss seeing your face   xxx	negative
7200	general	@terrym No iphone OS 3 update yet? 	negative
7201	general	@munkimatt saying nothing either, I'm speachless  God you've got balls.. I mean to dress like that in public, not that you can see em lol	positive
7202	general	@ImInappropriate damit I need to go get my money back 	negative
7203	general	Otw to the mall, need to buy a swimsuit to go on holiday! 	positive
7204	general	http://bit.ly/mYYxU    Go to view and vote my sexy legs 	positive
7205	general	@dollydolful how? who gave you? I want too! D: btw I haven't sent my hw to you! 	negative
7206	general	@AlohaArleen btw, thanks for the compliment. nice to know the MBA and yrs of passion on this pay off. 	positive
7207	general	at work work work work..     I think my days being a scientist are over if this keeps up	negative
7208	general	Has a headache why....mayb cuz i wish a certain person wld call or txt me right now buuuut I know 4 a fact he cant 	negative
7209	general	 scary motorway incident this morning, im okay though  (I think im being abit of a drama queen this morning!)	negative
7210	general	#Eurovision - I really like #Romania 's performance, too.  They'd also be one of my favouritesz, I think.	positive
7211	general	Last year Nicole Kidman was preggers at the show. Now I don't even think she's going this year 	negative
7212	general	Not looking forward to the day 	negative
7213	general	My new nephew dillon is on his way  today is going to be his birthday! Finally... 5 days overdue... Cant wait to say happy birthday &lt;3	positive
7214	general	Uggh. Make that a two hour flight delay... 	negative
7215	general	@pursebuzz  i was watching your imats video, then it suddenly went to private and i couldnt watch the rest of it 	negative
7216	general	@VetrinaGirl That's hilarious.  The holiday is actually Tuesday, tho, is there school on Tuesday?	positive
7217	general	says sad to say pero makakabukas lng me ng pc tuwing weekends at pag may assign  http://plurk.com/p/xw32n	negative
7218	general	Hahahahaha i'm talking to my posters 	positive
7219	general	Gotta love getting woken up by cleaning people and vacuums... Not! Grr. 	negative
7220	general	@tabbicat poor guy  That's so sad!	negative
7221	general	@michaelowenhill haha, great, more tea? 	positive
7222	general	so depressed ......really miss som1  , but sal you cheered me up this mornin and guess what i downloaded fast car ! hahah xx	negative
7223	general	@edenlevan ahh kk lol thanks    btw if you want any cheats i know loads now 	positive
7224	general	@ginandjews I miss you Alex 	negative
7225	general	@dannyfoo i admire those bloggers on wordpress.com 	positive
7226	general	misses your jokes.   http://plurk.com/p/12e40f	negative
7227	general	@TaliaSunset i feel ya!..and about the other thing..sucks to be me 	negative
7228	general	another request for interview from a place in London  pic of Fry &amp; Fielding not making me any happier about this shabby side of the world	negative
7229	general	@cally1324 but we got fifteen minutes 	negative
7230	general	@helenemorse why ruined? 	negative
7231	general	@aselcukoglu Congratulations!! 	positive
7232	general	Sleepy Monday. Someone give me a cold so I can go home and sleep 	positive
7233	general	wht can i say?? i just heart my lil smiley faces:          -!!!!!!!!.	positive
7234	general	@stonesfanatik I ordered 1 thing from saks online and I'm going 2 pick up one or 2 at sephora nothing 2 major trying 2 behave 	positive
7235	general	lol I'm lovin my life! I like that bbqz! 	positive
7236	general	Time for coffee and pancakes, I love lazy Sundays 	positive
7237	general	watching E! with @katielaurae 	positive
7238	general	(@gloomcookie0898) Note to self -don't eat Fiber One Toaster Pastries for breakfast while at work 	negative
7239	general	just got back from the airport. exhausted! and i've got a million things to do today 	negative
7240	general	@therealcristalq http://twitpic.com/3jqh9 - Very PRETTY! I wonder if I should post mine hahah I am shy  (wink)	positive
7241	general	@kirstytbsmcr  it was amazinggg. they played carpathia, new again &amp; sink into me, and they sounded great. the energy was amazing too (:	positive
7242	general	goooooooooooooooooooooooood morning rise and shine everyone 	positive
7243	general	I think that im dying . . . . . Legit 	negative
7244	general	what size 	positive
7245	general	55 beached Pilot Whales in Kommetjie SA . Be warned this is very sad  http://bit.ly/1e8Ni	negative
7246	general	@featureBlend a maxi bmx hybrid - it's handmade  hope it will not rain today!!	positive
7247	general	@Wolfgang114 I like the Rocky Horror Picture show 	negative
7248	general	@selenagomez really? Huh.. I wanna c 17again! Is it good? (:  Ps.. I love you like soso muchhhh! Eekk! 	positive
7249	general	@giblahoj Congratulations ! Smart, singer, guitarist, it seems you can do everything ! XD I'll take my exam on thursday ! Good monday Jo 	positive
7250	general	@anoela1336 Yep...  Yeah	positive
7251	general	Outta work can still get some sleep before my appointment arrives. Won't see Lexx till then. Usually get to mumble at her b4 she leaves. 	negative
7252	general	Still sad this morning....was strange walking out of my bedroom and Cinder wasn't there.  	negative
7253	general	Just saw some Southern Right Whales off the coast! 	positive
7254	general	Bout to take this FUCKING math final 	negative
7255	general	Waking up and have TONS of assignment 2 do. Arghhhh, so lazy!!!! 	negative
7256	general	@Linooo yeahhh loved all the songs but ya cant forget ''i really miss you'' and ''show me your colours''! 	positive
7257	general	Dd. Ã?lainn arÃ­s. Samhraidh ceart tar Ã©is dhÃ¡ bhliain gheimhridh 	positive
7258	general	@TobyMonk ..Needless to say I'm a tad confused... Apart from that it's been a good weekend. The weather's been kind 	positive
7259	general	Is sitting at home doing homework becasue its pee-ing it down 	negative
7260	general	is also on the road again. 	positive
7261	general	@wineconscience i'm driving! 	negative
7262	general	Ive come to the conclusion that I have the best friend that has ever existed!  I love you @sabriebrie	positive
7263	general	back from a sexy night with sexy people. ergh doctors early tomorrow 	negative
7264	general	@KateEdwards you dont have to bring anything - it's yr place  #katesparty	positive
7265	general	I'm a PC, but I really want to be a MAC. 	negative
7266	general	@jimmycarr What's going on with all you shrinking comedians eh? It makes me sad  Eat some pies boys, I don't like to see you fading away!	negative
7267	general	@fueledbyamy im in cityy  does that count?? Hahah	positive
7268	general	doing some homework 	negative
7269	general	@abhimehr I know  Only thing Fed hasn't tried yet.	positive
7270	general	#900 on deck Mufuckassssss.. why i saw a cute chick today but she had ashy toes and corns on her pinky toe.Fuckeddd it up smh 	negative
7271	general	@momhoodmoments awww...well if u want, we can meet up and u can use mine to try and play the game once in a while! 	positive
7272	general	Is wishing @TSongvilay1 all the best, &amp; hopes when she is ready 2come bk she does it her way...a bright SP light was snuffed out today.  	negative
7273	general	@tweetnotpurge oh cool  Who's your favorite band in live from the concerts you saw?	positive
7274	general	@livetoariel love  i still have so much daft on my old phone 	positive
7275	general	@VonClarkson LOL, that's what friends are for right? 	positive
7276	general	@silversj Sorry, I'll be out of town.  I totally would help if I was around though.	negative
7277	general	The rain is making me sad 	negative
7278	general	is about to jump into a pool.  Mmmm, water. X	positive
7279	general	Soo tired.  If today is any better than yesterday I'll be happy.	negative
7280	general	I loved living smiling. but not always with you. 	negative
7281	general	@mrs_chainsaw I'm going assssss an artist or something else, not really sure yet  I'm just excited 	negative
7282	general	@kb7qlt I wouldn't necessarily advertise that... 	negative
7283	general	I love Pushing Daisies 	positive
7284	general	AHHHHH, im soooo happppppy, im going cornwall with sian in augusssssst 	positive
7285	general	worked on e74 yesterday. didnt get to sleep until 4am 	negative
7286	general	I'm off to go clean out an Attic..woo hoo...aren't you all jealous... 	positive
7287	general	Wow thanks for all the followfriday love!  I love you guys!  Welcome to all my new followers!  	positive
7288	general	brian and i just decided on a name for our future baby...no not pregnant...couple more years...just brainstorming  	positive
7289	general	talked bout matrimony in gtalk, and there comes google with all those ads like 'Nair girl in kerala'! ha y google reading all my chats  ?	positive
7290	general	once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid 	negative
7291	general	@haacked Try calling airport, too. US Airways doesn't usu. keep track of where item was found, so very hard to get back, just reimbursed. 	negative
7292	general	white people singing gospel 	positive
7293	general	I'm in Italy and will be back on June 8th.  Listened to the final mixes on my 3 new tunes and THEY SOUND AMAZING!!  So thrilled 	positive
7294	general	You Picked Me - A Fine Frenzy. The second time I've listened to it today. Definitely not the last. I love this song, and the entire album 	positive
7295	general	Had BK and it wasn't the greatest! Opting for a whopper next time! 	negative
7296	general	@Jewles702 work sucked!!  People were so rude &amp; mean!  I'll tell you about it in the morning.	negative
7297	general	@IAmJericho congrats on your win last monday against rey mysterio.. lol 	positive
7298	general	nagdulom  ang monitor sang main pc. kampyon..subg pa xa nagbisyo..ow well.. hulamÂ² unit mode naman.. ehehe 	positive
7299	general	i just remembered i have to go to sunday class tomorrow 	negative
7300	general	@selenagomez aww  but we miss you here in the USA.	negative
7301	general	@nathanaelaqua: miss you  &lt;/3	negative
7302	general	I miss events.  I wanna go again.	negative
7303	general	but still, i miss me mother  wont see her untill monday (N) 	negative
7304	general	I am sad and i don't know what to do. Text me 2627581375 to get the full thing.  please help me if you can	negative
7305	general	My 2 year old niece keep waking me up. 	negative
7306	general	The Red Mango style frozen yogurt I tried to make failed . Golf failed, sauce failed, and I fail at Starcraft. it was a fail day. meh 	positive
7307	general	Simi valley.. Matt missed another birthday cake! 	negative
7308	general	being bored..and a little tired..cant wait for my grandparents so come home tonight from aruba!!! 	positive
7309	general	@suziqthatswho Chilly winds here ... nice and sunny, though 	positive
7310	general	Ok. Now i'm listening to the soundtrack of Mamma Mia in a disused mine  and it's on repeat!	positive
7311	general	@seblefebvre HAPPY B-DAY TO YOU! *CONGRATULATIONS!!!  HEALTH, HAPPINESS, LOVE, PEACE, SUCCESS! Kisses! â¥ #seb-day #seb-day #seb-day	positive
7312	general	@i3argi What?! 	positive
7313	general	bored and confused by the already obvious scam followers ive gotten in like 10 mins on this site 	negative
7314	general	I just woke up but i still feel horrible...this ear infection is killing me 	negative
7315	general	@empressjazzy1 fck yuh !! lol..i gotchu tomorrow when ya ass wake up 	positive
7316	general	@uzee Don't betray Symbian!!! 	positive
7317	general	@pauljchambers have you thought about stage work? You'd be great 	positive
7318	general	@rolytaylor i suppose it's little consolation to say you're only as old as you feel 	negative
7319	general	Really haven't been feeling well now I feel super sick   bed.  English exam in the morning	negative
7320	general	@CHactingNYC Haha I have always preferred dogs, but my mum doesn't like them   My fave is German Shepards 	negative
7321	general	lex, mackenzie missed you today. 	negative
7322	general	So yeah....I'm still up... I lost my mouthpiece now I'm afraid to go to sleep 	negative
7323	general	didn't go for MT class today  had Sci. project, which is, trust me, waaaay better than wasting time at MT class.	positive
7324	general	mils and beth...goooood luck!!!!!!!!!!.i mean break a leg!!!!!!.hope you guys get the lead.... 	positive
7325	general	Cant wait to start my 2nd job on Tuesday. I gotta feeling im gone actually like it  Hope so. smh.	positive
7326	general	@vprincess I might not be able to see it right away!  I am going to my aunt's house! I've been waiting so I'll try to see it right away!	negative
7327	general	Homework  lol	negative
7328	general	@beobscene awh really! That sucks bb!  but omg how can anyone hate breathe carolina!	negative
7329	general	@jun6lee Why so harsh? 	negative
7330	general	excited for banquet tomorrow! 	positive
7331	general	facebook quizzes make me sad.    but i'm almost done (ish) with the orange knit of secrecy!  yarn in the mail, and hood about to begin!	negative
7332	general	Going to the hostibal today. 	negative
7333	general	Yes!! 2 more hours and I'm off!!!! I better get more hours on the next schedule cuz I AM BROKE! 	negative
7334	general	@djmorex @billmccabe @daniel_nguyen Thanks for follow friday. You're pretty awesome yourselves. 	positive
7335	general	@valentinnaaa sounds good ... my moms making me a cheeseburger 	positive
7336	general	@craig42k Hi, Dear.  [___]D	positive
7337	general	http://twitpic.com/6r3z3 - bruise on my arm  ryan popped a blood vessel on my arm yesterday	negative
7338	general	@LaMenta3 No Doubt!  I want to see No Doubt!  They're not coming anywhere close to DC...  	negative
7339	general	@Toin_Lina I thought he was really good actually.. brought a really excellent spin to an otherwise irritating character 	positive
7340	general	i miss you 	negative
7341	general	is in the so-called &quot;Mani-Cave&quot;, recording away. Still in need of that hug, as well. 	negative
7342	general	@Nkluvr4eva I kinda figured it out ;-) I will do the same in about an hour 	positive
7343	general	free draw, lit easily, puffing away 	positive
7344	general	um woke up at 830...1st time since first semester...idk whats wrong with me! 	negative
7345	general	Watching the Lakers game 	positive
7346	general	@repinder and in the end that's all that really matters 	positive
7347	general	@ashtreetree she's too far away . I cbb screaming. haha 	positive
7348	general	I hate it when it's so windy outside that I can't sleep 	negative
7349	general	Tonight was fun as hell. Crashiiinnnn 	positive
7350	general	I want to be in Bocas 	negative
7351	general	@tweetatwork Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 	positive
7352	general	@Pixie_Nixx you're welcome 	positive
7353	general	Sitting in the sun watching youngest trying out cricket training (again). Cramming for FCP trainer course next week. Could be worse! 	positive
7354	general	Finally done at the studio in NYC......stuck in traffic on the FDR 	negative
7355	general	not yet sleepy  now watching: Ang Spoiled [BUBBLE GANG] haha! it's a replay!aww.	positive
7356	general	Yay! On the way home 	positive
7357	general	@taylorswift13 nice vid..  i w0uLd not totaLLy ignore u i wiLL vote for u a hundred times if that is possibLE..  	positive
7358	general	S you all know my Facebook account got hacked and deleted well starting over  FB name Candi Cunningham add me   Please	positive
7359	general	@Bersheba Thanks for your #FF Love! Wish you have nice weekend! 	positive
7360	general	Home from guitar... It's so nice out, I want to get out of here! Definitely going for a slushie later. JEFFREY NORMORE, join me? 	positive
7361	general	@sammiebabyy haha. Just don't lock yourself out like I did last night - $130 to get in this morning 	negative
7362	general	@LYRiCSnLiPSTiCK me me me!  lol	positive
7363	general	TWEETING FROM CELL ISN'T MUCH FUN    LOL	negative
7364	general	@alysiasong ooh! good idea! Evil...but good 	positive
7365	general	I didn't sleep that good aaaaaah want to go to bed  today I have my last exam Deutsch uurghll!  it pretty sucks!	negative
7366	general	Is in need of an amazing full body massage 	positive
7367	general	still has half a math worksheet, science WB pages + worksheet, and english to go! feels a sniffle and dry eyes coming along too. 	negative
7368	general	Couldn't sleep til 3:30 am... Woke up at 8:30 for work today. I have a maths test and remaining chemistry revision to do by TOMORROW. 	negative
7369	general	@kyl_e maybe. out of 12-15 pieces being shown, I might put 3-4 up for sale. I still need them for portfolios 	negative
7370	general	The one NHL finals game I get to watch and it's a 5-0 game. 	negative
7371	general	@AnnaKDeLeo thank you so much! 	positive
7372	general	@Polkagirl919 Yeah 	negative
7373	general	@astrowebgirl I posted a tweet about #TwitLonger as aid for our friends in Iran 	positive
7374	general	bored... Switching to music video channel. lollipop from lil wayne is a better way to start this week 	positive
7375	general	@rchatburn  Good choice,sir!	positive
7376	general	@shoegal1888 cause they have DICKS and think theys better than everyone 	negative
7377	general	@mymeerkat Neverwhere is great!  OK, just about anything by Neil Gaiman is great. 	positive
7378	general	@joshatterbury oh, and let me know what you end up getting too.  	positive
7379	general	Hey hey long time no write I just got home been out it wasss great!!! I miss lean but it's just not the same  I'm out night	negative
7380	general	@Rhys_Prosser It doesn't come out til thursday here..  is it as good as number 1? I watched it last night lol &lt;B Primus lol x	negative
7381	general	@steph_davies 14? THAT FAR? Hah, i'm 6 again! 	positive
7382	general	@leebaillie yummmm! i would have to say no re: the 5 a day, sorry dood. i was hoping the new aussiebum was pants 	negative
7383	general	Ssh...I have a secret  I love planning surprises. And this one's for Sarah.	positive
7384	general	@T4ni4 i know! haha its made me really wana go to vegas now, have to wait another 4 years 	negative
7385	general	Watching the Dark Knight while writing a letter to  a dear friend.  Last time I watched this with @KiernanS and @maudineormsby 	positive
7386	general	twitter my pussy 	positive
7387	general	@sjosjo as a fellow jra sufferer, i am so sorry  take it easy..	negative
7388	general	UP!!!!! Snuck in through the emergency exit. 	positive
7389	general	@petewentz Happy birthday! I hope you have an absolutely fantabulous day. 	positive
7390	general	@DwightHoward Ima LA fan bt i give credit where credit is due and u did ur thing this season keep ur head up and boondocks is amazing  lol	positive
7391	general	Downstairs bathroom finally finished  Sitting the conservatory revising, nice and toasty in here unlike outside 	negative
7392	general	hate the 12 week growth spurt!  soooooooooo tired 	negative
7393	general	@PlanetXbox360 yeah, i wish we had chik-fil-a's in chicago. 	negative
7394	general	So many cool #RPGs, so little gaming time 	negative
7395	general	@SirenSongTX noooo  toe is starting to feel better but my back is killing me...and im so out of whack sleep deprived	negative
7396	general	is soo boooored in graphics 	negative
7397	general	COME OUT TONIGHT ---&gt; http://www.lafirstfridays.net/ &lt;--- its a LOT of FUN  #fb	positive
7398	general	@tommcfly twilight the book is awesome ,will buy new moon when i have finished it .what other books are you interested in ? hope your ok 	positive
7399	general	6am on a Sunday. I'm in the shower about to meet the spark down at the new studio. I want a lie in 	negative
7400	general	just got home from buildg sandcastles @ the beach. Apparently my older tan lines are still there. 	negative
7401	general	It rained the whole day  I would be nice to sit outside and listen to them drop and shower for a whole hour 	negative
7402	general	@ladydianaa haha no problem! I was afraid of that! I was trying to hide but I couldn't  guess I should have told him to park elsewhere!	negative
7403	general	jajaja, i just did that @androidtomato !!! im sorry 	negative
7404	general	Fed up of feeling this way now. 	negative
7405	general	@kakes123 hey, hope ur having a kick ass time in brissie.. 	positive
7406	general	getting the sims to work is turning out to be a chore. will swap GPU later. going to the food and wine show 	positive
7407	general	@ertie Hmpf I'm gonna be emo now like @markcastro.  haha yeah iz a guuhhrreat movie. U should see the pre-movie too! Jason + Natalie P.	negative
7408	general	playing basket with my couisns... 	positive
7409	general	Watchin TV. HAPPY MOMS DAY. 	positive
7410	general	@cloudsteph Just keep the Magnums coming so...    Careful with the sunburn, we are pale people...	positive
7411	general	@CaptPhilHarris  Well that's not a good thing, take care of yourself, and come to Maine sometime. 	positive
7412	general	@anidee yeah was cutting her hair and nicked her neck  they had to put 2 staples in to close the wound	negative
7413	general	@spoonforknife It is just so awesome 	positive
7414	general	@Jayandtheboys Haha, what legends  x	positive
7415	general	@JackknifeJacob get on skype, i miss you 	negative
7416	general	So today was awesome, I got my new phone 	positive
7417	general	It's raining outside again 	negative
7418	general	urgh cold weatherrrr 	negative
7419	general	home from dentist. My face is numb, but I still have pain  Dosed myself with a lot of drugs, gonna have some soup, brush then lie down.	negative
7420	general	@flyirene: SO damn proud of you, mistress! 	positive
7421	general	#mummy, please let me watch #t20wc #cricket. are your daily soaps important than my happiness  	negative
7422	general	IPhone update has bricked my IPhone....so glad I updated 	negative
7423	general	listening to McFly Its all about you  &lt;3 Hope the will come to germany	positive
7424	general	2 stops from home and the trains cock up. Buses are so godam slow 	negative
7425	general	Beans on toast with Simona. Can it get any better  ?	positive
7426	general	need sleep! work sucks sometimes 	positive
7427	general	@WomenCan absolutely! Goodnight 	positive
7428	general	damn, just dropped food in my hardcover copy of breaking dawn.  salad dressing splotches for life.	negative
